idx	name	new_name	smiles	inchikey
191	VX-11e	VX-11e	CC1=CN=C(N=C1C2=CNC(=C2)C(=O)N[C@H](CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl	WUTVMXLIGHTZJC-OAQYLSRUSA-N
192	lfm-a13	LFM-A13	C/C(=C(\C#N)/C(=O)NC1=C(C=CC(=C1)Br)Br)/O	UVSVTDVJQAJIFG-VURMDHGXSA-N
193	Nelarabine	nelarabine	COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N	IXOXBSCIXZEQEQ-UHTZMRCNSA-N
194	KW-2449	KW-2449	C1CN(CCN1)C(=O)C2=CC=C(C=C2)/C=C/C3=NNC4=CC=CC=C43	YYLKKYCXAOBSRM-JXMROGBWSA-N
195	1260907-17-2	I-BET-762	CCNC(=O)C[C@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C	AAAQFGUYHFJNHI-SFHVURJKSA-N
196	TG100-115	TG100-115	C1=CC(=CC(=C1)O)C2=NC3=C(N=C2C4=CC(=CC=C4)O)N=C(N=C3N)N	UJIAQDJKSXQLIT-UHFFFAOYSA-N
197	NA	NA	C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@]2(CCCCCC/C=C\CCC[C@@](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CC(=O)N)CC(C)C)CC3=CNC4=CC=CC=C43)CCCNC(=N)N)CC(C)C)CC(C)C)(C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N)C)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)N)NC(=O)C)O	DFSDBFJUWANYES-UBWKHRTASA-N
198	SCHEMBL2671349	SCHEMBL2671349	C1CC(C1)(C(=O)O)C(=O)O.[Pt]	IUJRHPSJWLCXAY-UHFFFAOYSA-N
199	GSK1904529A	GSK1904529A	CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F	MOSKATHMXWSZTQ-UHFFFAOYSA-N
200	NG25	NG-25	CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)C3=CC(=C(C=C3)C)OC4=C5C=CNC5=NC=C4)C(F)(F)F	SMPGEBOIKULBCT-UHFFFAOYSA-N
201	1-[(2R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-2-pyrimidinone	1-[(2R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-oxolanyl]-2-pyrimidinone	C1=CN(C(=O)N=C1)[C@H]2C([C@H]([C@H](O2)CO)O)O	RPQZTTQVRYEKCR-JJFBUQMESA-N
202	Epothilone B	Epothilone_B	C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C	QXRSDHAAWVKZLJ-PVYNADRNSA-N
203	Trametinib	trametinib	CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC(=CC=C4)NC(=O)C)C5CC5	LIRYPHYGHXZJBZ-UHFFFAOYSA-N
204	KX2-391	tirbanibulin	C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4	HUNGUWOZPQBXGX-UHFFFAOYSA-N
205	Ro-3306	Ro-3306	C1=CC2=C(C=CC(=C2)/C=C\3/C(=O)N=C(S3)NCC4=CC=CS4)N=C1	XOLMRFUGOINFDQ-YBEGLDIGSA-N
206	125316-60-1	125316-60-1	C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC6=C(C=C5)C=C(C=C6)C(=O)O)O	LDGIHZJOIQSHPB-UHFFFAOYSA-N
207	LSM-13729	LSM-13729	C[C@H]1[C@H](CN(C(=O)C2=CC=CC(=C2OC[C@@H]3[C@@H](CC[C@H](O3)CCN(C1=O)C)OC)C#N)C)OC	XYLRKRISJMFHFX-OAVQTBGQSA-N
208	Pelitinib	Pelitinib	CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)/C=C/CN(C)C	WVUNYSQLFKLYNI-AATRIKPKSA-N
209	gossypol	gossypol	CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C	QBKSWRVVCFFDOT-UHFFFAOYSA-N
210	XL765	XL765	CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3NC5=CC(=CC(=C5)OC)OC)OC	HJSSPYJVWLTYHG-UHFFFAOYSA-N
211	NA	NA	B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O.CC(C)(C)OC(=O)NC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NCCCCCCC(=O)NO	GCLFEDROPLDOJQ-PEWBGEMNSA-N
212	ABT-737	ABT737	CN(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-]	HPLNQCPCUACXLM-PGUFJCEWSA-N
213	Belinostat	Belinostat	C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO	NCNRHFGMJRPRSK-MDZDMXLPSA-N
214	N-[[(4S,5R)-8-[2-(2-fluorophenyl)ethynyl]-2-[(2S)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-N-methyl-2-pyridin-4-ylacetamide	N-[[(4S,5R)-8-[2-(2-fluorophenyl)ethynyl]-2-[(2S)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-N-methyl-2-pyridin-4-ylacetamide	C[C@H]1CN(S(=O)(=O)C2=C(C=C(C=C2)C#CC3=CC=CC=C3F)O[C@H]1CN(C)C(=O)CC4=CC=NC=C4)[C@@H](C)CO	FRFGYBSWUNYCIP-VPYPWEPUSA-N
215	UNC0321	UNC0321	CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C)OC)OCCOCCN(C)C	AULLUGALUBVBDD-UHFFFAOYSA-N
216	NA	NA	CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)N3CC4=CN=C(N=C4N(C3=O)C)NC5=CC(=NN5C)C.CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C	SRZGJPFCYRRBPM-XVYLPRMCSA-N
217	CH 55	CH 55	CC(C)(C)C1=CC(=CC(=C1)C(=O)/C=C/C2=CC=C(C=C2)C(=O)O)C(C)(C)C	FOUVTBKPJRMLPE-FMIVXFBMSA-N
218	Motesanib	Motesanib	CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C	RAHBGWKEPAQNFF-UHFFFAOYSA-N
219	MI-2	MI-2	CCCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)C4=NCC(S4)(C)C	SRQYLNYQAPCPIR-UHFFFAOYSA-N
220	GSK4112	GSK4112	CC(C)(C)OC(=O)CN(CC1=CC=C(C=C1)Cl)CC2=CC=C(S2)[N+](=O)[O-]	WYSLOKHVFKLWOU-UHFFFAOYSA-N
221	NA	NA	COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC=CC2=O.C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O	XSPMTTDPDUCVDG-ILHSMLOTSA-N
222	Sepantronium bromide	Sepantronium_bromide	CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-]	QBIYUDDJPRGKNJ-UHFFFAOYSA-M
223	Valdecoxib	valdecoxib	CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N	LNPDTQAFDNKSHK-UHFFFAOYSA-N
224	GNF-2	GNF-2	C1=CC(=CC(=C1)C(=O)N)C2=CC(=NC=N2)NC3=CC=C(C=C3)OC(F)(F)F	WEVYNIUIFUYDGI-UHFFFAOYSA-N
225	RAD51 inhibitor B02	RAD51 inhibitor B02	C1=CC=C(C=C1)CN2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CN=CC=C4	GEKDQXSPTHHANP-OUKQBFOZSA-N
226	SCHEMBL12469828	SCHEMBL12469828	CCOC1=CC=CC=C1C2=CC(=O)NC3=CC4=C(C=C23)OCO4	BWQLUDLZHZRLCJ-UHFFFAOYSA-N
227	Veliparib	Veliparib	C[C@@]1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N	JNAHVYVRKWKWKQ-CYBMUJFWSA-N
228	Bryostatin 1	Bryostatin_1	CCC/C=C/C=C/C(=O)O[C@H]1/C(=C/C(=O)OC)/C[C@H]2C[C@@H](OC(=O)C[C@@H](C[C@@H]3C[C@@H](C([C@@](O3)(C[C@@H]4C/C(=C/C(=O)OC)/C[C@@H](O4)/C=C/C([C@@]1(O2)O)(C)C)O)(C)C)OC(=O)C)O)[C@@H](C)O	MJQUEDHRCUIRLF-TVIXENOKSA-N
229	N-[6-(2-amino-4-fluoroanilino)-6-oxohexyl]-4-methylbenzamide	N-[6-(2-amino-4-fluoroanilino)-6-oxohexyl]-4-methylbenzamide	CC1=CC=C(C=C1)C(=O)NCCCCCC(=O)NC2=C(C=C(C=C2)F)N	BEFOBMGNAJJGSD-UHFFFAOYSA-N
230	AZ3146	AZ3146	CN1CCC(CC1)OC2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)N4C)C5CCCC5)OC	YUKWVHPTFRQHMF-UHFFFAOYSA-N
231	Obatoclax mesylate	Obatoclax mesylate	CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O	ZVAGBRFUYHSUHA-LZOXOEDVSA-N
232	docetaxel	docetaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O	ZDZOTLJHXYCWBA-VCVYQWHSSA-N
233	BRD-1240	BRD-1240	C[C@H]1CN(S(=O)(=O)C2=C(C=C(C=C2)C#CC3=CC=NC=C3)O[C@@H]1CN(C)C(=O)NC4=CC5=C(C=C4)OCO5)[C@@H](C)CO	OYKBHWDUAQJSNT-YHGPEZAFSA-N
234	BMS-509744	BMS-509744	CC1=C(C=C(C(=C1)OC)C(=O)N2CCN(CC2)C(=O)C)SC3=CN=C(S3)NC(=O)C4=CC=C(C=C4)CNC(C)C(C)(C)C	ZHXNIYGJAOPMSO-UHFFFAOYSA-N
235	BMS-536924	BMS-536924	CC1=CC(=CC2=C1N/C(=C\3/C(=CC=NC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)/N2)N5CCOCC5	UGQMURPIMYALPH-KKPVDXMRSA-N
236	NA	NA	CC(C)(C)C1=CC2=C(C=C1)C=C(C(=C2)C#N)C#N.CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O	NPWKDIZVSGJFFY-UHFFFAOYSA-N
237	Clofarabine	clofarabine	C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl	WDDPHFBMKLOVOX-AYQXTPAHSA-N
238	Sunitinib	sunitinib	CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C	WINHZLLDWRZWRT-ATVHPVEESA-N
239	MK-0752	MK-0752	C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl	XCGJIFAKUZNNOR-UHFFFAOYSA-N
240	Vemurafenib	vemurafenib	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F	GPXBXXGIAQBQNI-UHFFFAOYSA-N
241	SCHEMBL10183194	SCHEMBL10183194	C1CCC(CC1)NC(=O)C(C2=CC=CC=C2Cl)N(C3=CC(=CC=C3)F)C(=O)CC4=CC=CS4	IUXKWSVGPRSVSQ-UHFFFAOYSA-N
242	Pifithrin-mu	Pifithrin-mu	C1=CC=C(C=C1)C#CS(=O)(=O)N	ZZUZYEMRHCMVTB-UHFFFAOYSA-N
243	NA	NA	CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C.C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl	RUCZLXVILNMFQE-LMOVPXPDSA-N
244	AZD7545	AZD7545	C[C@@](C(=O)NC1=C(C=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N(C)C)Cl)(C(F)(F)F)O	DTDZLJHKVNTQGZ-GOSISDBHSA-N
245	124083-14-3	124083-14-3	C1[C@](O1)(CCCCCCOC2=CC=C(C=C2)Cl)C(=O)O	NWSIRTXVYBEURF-OAHLLOKOSA-N
246	N-hexanoylsphingosine	N-hexanoylsphingosine	CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCC)O	NPRJSFWNFTXXQC-QFWQFVLDSA-N
247	Nutlin-3	Nutlin-3	CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl	BDUHCSBCVGXTJM-UHFFFAOYSA-N
248	parthenolide	Parthenolide	C/C/1=C\CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C	KTEXNACQROZXEV-PVLRGYAZSA-N
249	GW 441756	GW441756	CN1C=C(C2=CC=CC=C21)/C=C\3/C4=C(C=CC=N4)NC3=O	NXNQLECPAXXYTR-LCYFTJDESA-N
250	NA	NA	CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F.CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C	LDDXKYJYTQUKOC-XVYLPRMCSA-N
251	Austocystin D	Austocystin D	CC(C)(CCC1=C2C(=C(C=C1)O)C(=O)C3=C(C4=C(C=C3O2)O[C@@H]5[C@]4(C=CO5)O)O)O	VXTQFTUOAJRUDO-IFMALSPDSA-N
252	3-(1,3-benzodioxol-5-yl)-1-[[(4R,5R)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-8-(2-pyridin-4-ylethynyl)-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-1-methylurea	3-(1,3-benzodioxol-5-yl)-1-[[(4R,5R)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-8-(2-pyridin-4-ylethynyl)-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-1-methylurea	C[C@@H]1CN(S(=O)(=O)C2=C(C=C(C=C2)C#CC3=CC=NC=C3)O[C@H]1CN(C)C(=O)NC4=CC5=C(C=C4)OCO5)[C@H](C)CO	OYKBHWDUAQJSNT-CJYOKPGZSA-N
253	AS-605240	AS605240	C1=CC2=NC=CN=C2C=C1/C=C\3/C(=O)NC(=O)S3	SQWZFLMPDUSYGV-POHAHGRESA-N
254	N-[(2R,3S)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-4,4,4-trifluorobutanamide	N-[(2R,3S)-2-[[(4-chlorophenyl)sulfonyl-methylamino]methyl]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-4,4,4-trifluorobutanamide	C[C@H]1CN(C(=O)CC2=C(C=CC(=C2)NC(=O)CCC(F)(F)F)O[C@H]1CN(C)S(=O)(=O)C3=CC=C(C=C3)Cl)[C@@H](C)CO	BTSOZOCIIHDJJX-XFAGBWLFSA-N
255	Dabrafenib	dabrafenib	CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F	BFSMGDJOXZAERB-UHFFFAOYSA-N
256	PHA-793887	PHA-793887	CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C	HUXYBQXJVXOMKX-UHFFFAOYSA-N
257	N-[3-[[2-[[4-(dimethylamino)cyclohexyl]amino]-9-propan-2-yl-6-purinyl]amino]phenyl]-2-propenamide	N-[3-[[2-[[4-(dimethylamino)cyclohexyl]amino]-9-propan-2-yl-6-purinyl]amino]phenyl]-2-propenamide	CC(C)N1C=NC2=C1N=C(N=C2NC3=CC(=CC=C3)NC(=O)C=C)NC4CCC(CC4)N(C)C	DGEBYERMQBTMHV-UHFFFAOYSA-N
258	SJ-172550	SJ-172550	CCOC1=C(C(=CC(=C1)C=C2C(=NN(C2=O)C3=CC=CC=C3)C)Cl)OCC(=O)OC	RKKFQJXGAQWHBZ-UHFFFAOYSA-N
259	67200-34-4	67200-34-4	C1=CC=C2C(=C1)C3=NC4=NON=C4N=C3C2=O	SFSSAKVWCKFRHE-UHFFFAOYSA-N
260	BMS-754807	BMS-754807	C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F	LQVXSNNAFNGRAH-QHCPKHFHSA-N
261	KU-55933	KU-55933	C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4	XRKYMMUGXMWDAO-UHFFFAOYSA-N
262	A-443654	A-443654	CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OC[C@H](CC4=CNC5=CC=CC=C54)N	YWTBGJGMTBHQTM-IBGZPJMESA-N
263	N-[(2S,3S,6R)-2-(hydroxymethyl)-6-[2-(4-methyl-1-piperazinyl)-2-oxoethyl]-3-oxanyl]-1,3-benzodioxole-5-carboxamide	N-[(2S,3S,6R)-2-(hydroxymethyl)-6-[2-(4-methyl-1-piperazinyl)-2-oxoethyl]-3-oxanyl]-1,3-benzodioxole-5-carboxamide	CN1CCN(CC1)C(=O)C[C@H]2CC[C@@H]([C@H](O2)CO)NC(=O)C3=CC4=C(C=C3)OCO4	OCHDOPTVTSINTO-JTDSTZFVSA-N
264	paclitaxel	paclitaxel	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C	RCINICONZNJXQF-MZXODVADSA-N
265	dichloroplatinum diammoniate	Cisplatin	N.N.[Cl-].[Cl-].[Pt+2]	LXZZYRPGZAFOLE-UHFFFAOYSA-L
266	CCT036477	CCT036477	CC1=C(C2=CC=CC=C2N1)C(C3=CC=C(C=C3)Cl)NC4=CC=CC=N4	IFOHRIXRQPOHQZ-UHFFFAOYSA-N
267	Sotrastaurin	Sotrastaurin	CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65	OAVGBZOFDPFGPJ-UHFFFAOYSA-N
268	nutlin-3A	Nutlin-3A	CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@H]([C@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl	BDUHCSBCVGXTJM-WUFINQPMSA-N
269	3,5-bis[(4-methylphenyl)methylidene]-4-piperidinone	3,5-bis[(4-methylphenyl)methylidene]-4-piperidinone	CC1=CC=C(C=C1)C=C2CNCC(=CC3=CC=C(C=C3)C)C2=O	PKCYYPHSCUSQDK-UHFFFAOYSA-N
270	GSK1059615	GSK1059615	C1=CC2=NC=CC(=C2C=C1/C=C\3/C(=O)NC(=O)S3)C4=CC=NC=C4	QDITZBLZQQZVEE-YBEGLDIGSA-N
271	N-[3-(1H-benzimidazol-2-yl)-5-(1-piperazinylmethyl)phenyl]-2-quinoxalinecarboxamide	N-[3-(1H-benzimidazol-2-yl)-5-(1-piperazinylmethyl)phenyl]-2-quinoxalinecarboxamide	C1CN(CCN1)CC2=CC(=CC(=C2)C3=NC4=CC=CC=C4N3)NC(=O)C5=NC6=CC=CC=C6N=C5	GXDSSUIUJKSVED-UHFFFAOYSA-N
272	AT7519	AT-7519	C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl	OVPNQJVDAFNBDN-UHFFFAOYSA-N
273	CUDC-101	CUDC-101	COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO	PLIVFNIUGLLCEK-UHFFFAOYSA-N
274	RG108	RG108	C1=CC=C2C(=C1)C(=O)N(C2=O)[C@@H](CC3=CNC4=CC=CC=C43)C(=O)O	HPTXLHAHLXOAKV-INIZCTEOSA-N
275	simvastatin	simvastatin	CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C	RYMZZMVNJRMUDD-HGQWONQESA-N
276	58131-57-0	NSC-207895	CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-]	MWFZDJLPWDCQIL-UHFFFAOYSA-N
277	Tandutinib	Tandutinib	CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5	UXXQOJXBIDBUAC-UHFFFAOYSA-N
278	L-685458	L-685458	CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N)NC(=O)[C@H](CC2=CC=CC=C2)C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)OC(C)(C)C)O	MURCDOXDAHPNRQ-ZJKZPDEISA-N
279	NA	NA	CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C.C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O	DAOWFJUPFLTSLL-WWRWWSLZSA-N
280	Piperlongumine	Piperlongumine	COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC=CC2=O	VABYUUZNAVQNPG-BQYQJAHWSA-N
281	isoliquiritigenin	isoliquiritigenin	C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O	DXDRHHKMWQZJHT-FPYGCLRLSA-N
282	153436-54-5	153436-54-5	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC	LSPANGZZENHZNJ-UHFFFAOYSA-N
283	HLI373	HLI373	CN1C2=CC=CC=C2C(=C3C1=NC(=O)N(C3=O)C)NCCCN(C)C	LNRUPMPQQGPSQT-UHFFFAOYSA-N
284	CBB1007	CBB1007	COC(=O)C1=CC(=CC(=C1)C(=O)N2CCN(CC2)C(=O)C3=CC=C(C=C3)C(=N)N)CN4CCN(CC4)C(=N)N	IBVRETRIDAQSEM-UHFFFAOYSA-N
285	Tipifarnib (S enantiomer)	Tipifarnib (S enantiomer)	CN1C=NC=C1[C@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N	PLHJCIYEEKOWNM-MHZLTWQESA-N
286	TPCA-1	TPCA-1	C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F	SAYGKHKXGCPTLX-UHFFFAOYSA-N
287	etoposide	etoposide	C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O	VJJPUSNTGOMMGY-MRVIYFEKSA-N
288	TGX-221	TGX221	CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4	CPRAGQJXBLMUEL-UHFFFAOYSA-N
289	SGX-523	SGX-523	CN1C=C(C=N1)C2=NN3C(=NN=C3SC4=CC5=C(C=C4)N=CC=C5)C=C2	BCZUAADEACICHN-UHFFFAOYSA-N
290	SCHEMBL12182311	SCHEMBL12182311	CN(C(=O)[C@@H]1[C@H]([C@]2([C@@]([C@@H]1O)(C3=C(C=C(C=C3O2)OC)OC)O)C4=CC=C(C=C4)OC)C5=CC=CC=C5)OC	TZDAVNWDKGYBCW-IDAMAFBJSA-N
291	5-azacytidine	azacitidine	C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N	NMUSYJAQQFHJEW-KVTDHHQDSA-N
292	314245-33-5	314245-33-5	CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)CN3CCCC3	JUWDSDKJBMFLHE-UHFFFAOYSA-N
293	129-56-6	129-56-6	C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O	ACPOUJIDANTYHO-UHFFFAOYSA-N
294	GSK-J4	GSK-J4	CCOC(=O)CCNC1=NC(=NC(=C1)N2CCC3=CC=CC=C3CC2)C4=CC=CC=N4	WBKCKEHGXNWYMO-UHFFFAOYSA-N
295	Canertinib	Canertinib	C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4	OMZCMEYTWSXEPZ-UHFFFAOYSA-N
296	itraconazole	itraconazole	CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl	VHVPQPYKVGDNFY-UHFFFAOYSA-N
